Selected: MPU9250
Beginning Gyro calibration...
Offsets are: 0.011947 -0.000489 0.002664
Let's go Fly ! 
 -11.76, +170.35,  +53.30,   +0.09,   -0.01,   +0.15,   -0.16,   -2.39,   -0.00,   +5.80,  -86.37,   +0.00, 1507, 1506 ,1515 ,1079, 1000, 1000 ,1032 ,1036, 1663.1072, 0
 -11.80, +170.27,  +53.17,   +0.03,   +0.11,   -0.03,   -0.16,   -2.39,   -0.00,   +5.82,  -86.33,   +0.00, 1507, 1506 ,1515 ,1079, 1000, 1000 ,1032 ,1036, 0.0056, 177
 -11.86, +170.21,  +53.16,   +0.03,   -0.01,   +0.03,   -0.16,   -2.39,   -0.00,   +5.85,  -86.30,   +0.00, 1507, 1506 ,1515 ,1079, 1000, 1000 ,1032 ,1036, 0.0055, 180
 -11.93, +170.15,  +53.14,   +0.03,   +0.11,   +0.09,   -0.16,   -2.39,   -0.00,   +5.89,  -86.27,   +0.00, 1507, 1506 ,1515 ,1079, 1000, 1000 ,1032 ,1036, 0.0055, 182
 -12.00, +170.09,  +53.13,   +0.03,   -0.26,   +0.09,   -0.16,   -2.39,   -0.00,   +5.92,  -86.24,   +0.00, 1507, 1506 ,1515 ,1079, 1000, 1000 ,1032 ,1036, 0.0056, 178
 -12.06, +170.03,  +53.12,   +0.03,   -0.07,   +0.03,   -0.16,   -2.39,   -0.00,   +5.95,  -86.21,   +0.00, 1507, 1506 ,1515 ,1079, 1000, 1000 ,1032 ,1036, 0.0054, 184
 -12.13, +169.97,  +53.10,   +0.09,   +0.05,   +0.03,   -0.16,   -2.39,   -0.00,   +5.99,  -86.18,   +0.00, 1507, 1506 ,1515 ,1079, 1000, 1000 ,1032 ,1036, 0.0056, 178
 -12.19, +169.91,  +53.09,   +0.21,   +0.23,   +0.03,   -0.16,   -2.39,   -0.00,   +6.02,  -86.15,   +0.00, 1507, 1506 ,1515 ,1079, 1000, 1000 ,1032 ,1036, 0.0056, 179
 -12.26, +169.85,  +53.08,   +0.15,   -0.14,   +0.15,   -0.16,   -2.39,   -0.00,   +6.05,  -86.12,   +0.00, 1507, 1506 ,1515 ,1079, 1000, 1000 ,1032 ,1036, 0.0054, 185
 -12.33, +169.79,  +53.06,   +0.09,   -0.32,   +0.21,   -0.16,   -2.39,   -0.00,   +6.09,  -86.09,   +0.00, 1507, 1506 ,1515 ,1079, 1000, 1000 ,1031 ,1036, 0.0056, 177
 -12.40, +169.72,  +53.05,   +0.15,   -0.07,   +0.34,   -0.16,   -2.39,   -0.00,   +6.12,  -86.06,   +0.00, 1507, 1506 ,1515 ,1079, 1000, 1000 ,1032 ,1036, 0.0055, 182
 -12.46, +169.66,  +53.04,   -0.09,   -0.14,   +0.03,   -0.16,   -2.39,   -0.00,   +6.15,  -86.03,   +0.00, 1507, 1506 ,1515 ,1079, 1000, 1000 ,1031 ,1036, 0.0057, 176
 -12.53, +169.60,  +53.02,   -0.03,   -0.14,   -0.27,   -0.16,   -2.39,   -0.00,   +6.19,  -85.99,   +0.00, 1507, 1506 ,1515 ,1079, 1000, 1000 ,1031 ,1036, 0.0055, 183
 -12.60, +169.54,  +53.01,   +0.15,   -0.14,   -0.34,   -0.16,   -2.39,   -0.00,   +6.22,  -85.96,   +0.00, 1507, 1506 ,1515 ,1079, 1000, 1000 ,1031 ,1036, 0.0054, 184
 -12.66, +169.48,  +53.00,   +0.03,   -0.20,   +0.21,   -0.16,   -2.39,   -0.00,   +6.25,  -85.93,   +0.00, 1507, 1506 ,1515 ,1079, 1000, 1000 ,1031 ,1036, 0.0053, 187
 -12.73, +169.41,  +52.99,   +0.15,   +0.29,   -0.21,   -0.16,   -2.39,   -0.00,   +6.29,  -85.90,   +0.00, 1507, 1506 ,1515 ,1079, 1000, 1000 ,1031 ,1036, 0.0054, 184
 -12.80, +169.35,  +52.97,   +0.03,   -0.14,   -0.03,   -0.16,   -2.39,   -0.00,   +6.32,  -85.87,   +0.00, 1507, 1506 ,1515 ,1079, 1000, 1000 ,1031 ,1036, 0.0054, 185
 -12.87, +169.29,  +52.96,   +0.03,   -0.14,   +0.15,   -0.16,   -2.39,   -0.00,   +6.36,  -85.84,   +0.00, 1507, 1506 ,1515 ,1079, 1000, 1000 ,1031 ,1036, 0.0054, 184
 -12.94, +169.23,  +52.94,   +0.03,   +0.05,   -0.21,   -0.16,   -2.39,   -0.00,   +6.39,  -85.81,   +0.00, 1507, 1506 ,1515 ,1079, 1000, 1000 ,1031 ,1036, 0.0055, 182
 -13.01, +169.16,  +52.93,   +0.03,   -0.14,   -0.09,   -0.16,   -2.39,   -0.00,   +6.43,  -85.78,   +0.00, 1507, 1506 ,1515 ,1079, 1000, 1000 ,1031 ,1036, 0.0054, 185
 -13.08, +169.10,  +52.92,   -0.03,   +0.11,   -0.03,   -0.16,   -2.39,   -0.00,   +6.46,  -85.74,   +0.00, 1507, 1506 ,1515 ,1079, 1000, 1000 ,1031 ,1036, 0.0053, 186
 -13.15, +169.03,  +52.90,   -0.22,   +0.17,   +0.09,   -0.16,   -2.39,   -0.00,   +6.50,  -85.71,   +0.00, 1507, 1506 ,1515 ,1079, 1000, 1000 ,1031 ,1037, 0.0054, 185
 -13.22, +168.97,  +52.89,   +0.09,   +0.05,   -0.09,   -0.16,   -2.39,   -0.00,   +6.53,  -85.68,   +0.00, 1507, 1506 ,1515 ,1079, 1000, 1000 ,1031 ,1036, 0.0055, 182
 -13.29, +168.91,  +52.87,   -0.09,   -0.07,   -0.15,   -0.16,   -2.39,   -0.00,   +6.57,  -85.65,   +0.00, 1507, 1506 ,1515 ,1079, 1000, 1000 ,1031 ,1036, 0.0053, 188
 -13.37, +168.84,  +52.85,   +0.09,   -0.07,   +0.09,   -0.16,   -2.39,   -0.00,   +6.60,  -85.61,   +0.00, 1507, 1506 ,1515 ,1079, 1000, 1000 ,1031 ,1036, 0.0056, 178
 -13.44, +168.77,  +52.84,   +0.15,   -0.32,   +0.03,   -0.16,   -2.39,   -0.00,   +6.64,  -85.58,   +0.00, 1507, 1506 ,1515 ,1079, 1000, 1000 ,1031 ,1036, 0.0053, 188
 -13.51, +168.70,  +52.83,   -0.03,   +0.11,   -0.09,   -0.16,   -2.39,   -0.00,   +6.68,  -85.55,   +0.00, 1507, 1506 ,1515 ,1079, 1000, 1000 ,1031 ,1036, 0.0055, 182
 -13.58, +168.64,  +52.81,   +0.03,   +0.17,   -0.21,   -0.16,   -2.39,   -0.00,   +6.71,  -85.51,   +0.00, 1507, 1506 ,1515 ,1079, 1000, 1000 ,1031 ,1036, 0.0054, 186
 -13.65, +168.57,  +52.80,   -0.03,   +0.05,   +0.21,   -0.16,   -2.39,   -0.00,   +6.75,  -85.48,   +0.00, 1507, 1506 ,1515 ,1079, 1000, 1000 ,1031 ,1036, 0.0054, 185
 -13.72, +168.50,  +52.78,   +0.03,   +0.11,   +0.21,   -0.16,   -2.39,   -0.00,   +6.78,  -85.45,   +0.00, 1507, 1506 ,1515 ,1079, 1000, 1000 ,1031 ,1036, 0.0054, 185
 -13.80, +168.44,  +52.76,   -0.09,   +0.05,   -0.03,   -0.16,   -2.39,   -0.00,   +6.82,  -85.41,   +0.00, 1507, 1506 ,1515 ,1079, 1000, 1000 ,1031 ,1036, 0.0054, 185
 -13.87, +168.37,  +52.75,   +0.21,   -0.14,   +0.09,   -0.16,   -2.39,   -0.00,   +6.86,  -85.38,   +0.00, 1507, 1506 ,1515 ,1079, 1000, 1000 ,1031 ,1036, 0.0054, 184
 -13.94, +168.30,  +52.73,   -0.22,   +0.23,   -0.09,   -0.16,   -2.39,   -0.00,   +6.89,  -85.35,   +0.00, 1507, 1506 ,1515 ,1079, 1000, 1000 ,1031 ,1037, 0.0054, 185
 -14.02, +168.23,  +52.71,   +0.27,   +0.29,   -0.09,   -0.16,   -2.39,   -0.00,   +6.93,  -85.31,   +0.00, 1507, 1506 ,1515 ,1079, 1000, 1000 ,1031 ,1036, 0.0054, 185
 -14.09, +168.16,  +52.70,   -0.22,   +0.29,   +0.09,   -0.16,   -2.39,   -0.00,   +6.97,  -85.28,   +0.00, 1507, 1506 ,1515 ,1079, 1000, 1000 ,1031 ,1037, 0.0054, 186
 -14.16, +168.10,  +52.68,   +0.09,   -0.01,   +0.09,   -0.16,   -2.39,   -0.00,   +7.00,  -85.24,   +0.00, 1507, 1506 ,1515 ,1079, 1000, 1000 ,1031 ,1036, 0.0054, 185
 -14.24, +168.03,  +52.66,   -0.03,   -0.20,   -0.03,   -0.16,   -2.39,   -0.00,   +7.04,  -85.21,   +0.00, 1507, 1506 ,1515 ,1079, 1000, 1000 ,1031 ,1036, 0.0054, 186
 -14.32, +167.95,  +52.64,   +0.21,   -0.20,   +0.09,   -0.16,   -2.39,   -0.00,   +7.08,  -85.17,   +0.00, 1507, 1506 ,1515 ,1079, 1000, 1000 ,1031 ,1036, 0.0055, 180
 -14.39, +167.88,  +52.63,   -0.03,   +0.11,   -0.09,   -0.16,   -2.39,   -0.00,   +7.12,  -85.14,   +0.00, 1507, 1506 ,1515 ,1079, 1000, 1000 ,1031 ,1036, 0.0054, 186
